user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
HubBucket,"New York, NY",We develop #ArtificialIntelligence #MachineLearning #DeepLearning #HealthIT #HealthTech #MedTech #mHealth | @HubBucket @ProsumerSoft CEO @Rosenchild,2014-08-18 19:53:23,5339,4238,306077,False,2020-08-02 21:10:56,"How does #COVID19 invade and multiply inside host cells?

#Scientists are unraveling the basic biology of… https://t.co/c2bjSkAbvL","['COVID19', 'Scientists']",Twitter Web App,False
"Elevator World, Inc.",United States,The publisher for the international building transportation industry.,2010-05-07 16:12:12,7032,2064,2098,False,2020-08-04 05:40:03,"In today's #podcast, officials in #Manchester OK a pair of residential towers called #Blade and #Cylinder, #COVID19… https://t.co/V7qSSyCs6v","['podcast', 'Manchester', 'Blade', 'Cylinder', 'COVID19']",Buffer,False
National Structural Integrity Research Centre,"Cambridge, England","NSIRC is a world leading postgraduate engineering facility founded by @TWI_Ltd, @LR_Foundation and @BP_plc",2013-04-08 08:29:29,351,267,675,False,2020-08-11 09:19:15,"Join @LR_Foundation for free on September 23rd, 13:00 BST (GMT +1)
.
&gt; https://t.co/OBvT2z5LJm 
.
#security… https://t.co/OcEP2ZPxOh",['security'],Twitter Web App,False
Justin Gill,"Bothell, WA","Health Policy Advocate/Faculty @UWBothell, Nurse Practitioner (views are my own), DNP 19’ (@YaleNursing)",2009-03-25 05:16:11,49,242,188,False,2020-08-02 18:32:37,@DrTomFrieden Great editorial by @Drtomfrieden in @wsjopinion. We must ensure that any vaccine is both safe and eff… https://t.co/3jjRtSw5Ih,,Twitter for iPhone,False
Marc 2X Hoodie,Somewhere in NC,"Southern Coastal Elitist
#GoJoe2020🥁🇺🇸",2010-07-14 18:16:04,3151,3326,81774,False,2020-07-27 03:03:48,"GLOBALLY:
3.4% of #COVID19 cases have died.
Less than 1% of seasonal flu cases have died.

This is not like the Flu, stop being stupid!",['COVID19'],Twitter for Android,False
Jaideep Pandey,नई दिल्ली.. लखनऊ से via नोएडा,"Independent Journalist | Politico-Legal Observer |
Words in @DeccanHerald, @NewIndianXpress
""आज यहाँ, कल कहाँ कूच है, कौन जानता, किधर सवेरा""
RTs ≠ Endorsements",2012-03-30 05:52:06,3264,199,8388,False,2020-07-25 10:59:03,"#Srinagar #URGENT #Verified 
Need B+ #blood #plasma of a #COVID19 recovered person at SKIMS, Soura. Call: 941900454… https://t.co/nw8n19VkSp","['Srinagar', 'URGENT', 'Verified', 'blood', 'plasma', 'COVID19']",Twitter Web App,False
Business Today,India,India's leading business magazine. Reports latest news on business and economy. Tweets magazine features. (Also at https://t.co/B0XCvEPMki),2010-06-30 14:55:57,1032343,367,2051,True,2020-07-28 03:33:09,"The #aviation, #automobile, #construction, #MSME, and #tourism and #hospitality sectors are likely to be the hardes… https://t.co/36PL2l2Uxg","['aviation', 'automobile', 'construction', 'MSME', 'tourism', 'hospitality']",Twitter Web App,False
Mary Hong,"Dallas, TX",,2010-07-31 03:48:46,82,105,24,False,2020-07-27 04:15:58,Time is flying .. it has been 11 weeks since we reopen and we are still striving to help our ladies get back in to… https://t.co/D0MnSRCfD2,,Instagram,False
Wharton PR & News,Philadelphia,"Insights & ideas from the @Wharton community, including 235+ professors, and host of the #WhartonBizJourn Seminars. Email communications@wharton.upenn.edu.",2013-10-30 18:53:50,2681,1838,451,False,2020-08-10 16:02:00,Professor Daniel Taylor and his co-authors call on #Congress to launch a fiscal counterattack to #COVID19 that dire… https://t.co/sRW1fCetzH,"['Congress', 'COVID19']",TweetDeck,False
masudkarim মাসুদকরিম,ছায়াপথ,বাংলার জয় বাংলা ।। রিটুইটস ≠ সমর্থন - লাইকস ≠ পছন্দ।। |https://t.co/ovJnGxSl8N |@muktangon |@icsforum |https://t.co/ODDRJ0H28w |https://t.co/QyATkPUPtP ।#দাগ।,2009-04-12 09:17:44,1215,627,12773,False,2020-08-04 04:03:54,#USA manufacturing activity expands in July amid resurgence in #COVID19 cases https://t.co/PJaH0fBpVu #FEeconomy via @febdonline,"['USA', 'COVID19', 'FEeconomy']",Twitter Web App,False
Agit-Pop,"New York, USA",#Progressive #Satire #Videos #GIFS #Art #Photography,2017-06-12 21:08:58,83810,4534,18959,False,2020-07-25 02:09:24,@AprilDRyan @realDonaldTrump; patron saint of #COVID19 https://t.co/Wavxmd96NJ,['COVID19'],Twitter Web App,False
EnrichrBot,"New York, NY USA",Daily I submit an #Enrichr gene set for analysis with @MaayanLab #Enrichr. l also follow @SbotGwa and convert called variants to genes for #Enrichr analysis.,2019-07-02 14:09:47,298,388,201,False,2020-08-02 19:01:40,Experimental and approved drugs mentioned in the context of #COVID19 on 08-01-2020 collected by @EnrichrBot using t… https://t.co/RUpRs2bz0h,['COVID19'],EnrichrBot,False
Ms Rothwell,,"Proud to be a kindergarten teacher and ETFO member. Lover of music, books, and dogs.",2016-07-17 04:40:34,390,791,15028,False,2020-07-31 18:29:58,"Thank you essential workers, you deserve better!  #COVID19 #healthcareheroes @ontarionurses https://t.co/eXhbFsH2SZ","['COVID19', 'healthcareheroes']",Twitter for iPhone,False
Carl Zimmer,Connecticut,"@nytimes columnist. Author: Planet of Viruses, She Has Her Mother's Laugh, etc. https://t.co/1NiAvgFpqR",2008-03-05 21:10:54,292651,1578,537,True,2020-08-22 04:28:17,"175,350 confirmed #covid19 deaths in the United States so far https://t.co/gadJKxkufH",['covid19'],Tweetbot for iΟS,False
help,unknown_error,online contributor,2015-01-11 00:11:50,1964,3309,45738,False,2020-08-22 01:16:42,"Something gives me this creepy feeling that if Biden wins in november, by the time he is inaugurated #covid19 will… https://t.co/oUrg7OuXDH",['covid19'],Twitter for Android,False
Med,,an abstract thinker.,2010-11-23 22:17:12,976,1302,36367,False,2020-08-09 03:15:50,"Should Takeaway Food Vendors like #McDonalds hold responsible for breaches in #Laws, by allowing Food Delivery Ppl,… https://t.co/Yq5nVC4nqx","['McDonalds', 'Laws']",Twitter for Android,False
🇦🇺🇮🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇸Peter Oataway,"Riverina, NSW, Australia ",Aussie Grandpa with Irish English Scottish and recently discovered thanks to Ancestry DNA Virginian ancestors who’ve all been to war against each other at times,2011-02-13 04:10:30,2568,2511,34686,False,2020-07-25 00:52:12,"@_JustinStevens_ Not good news for male fertility after #Covid19 infection either

https://t.co/itignGstNA",['Covid19'],Twitter for iPad,False
Kuldeep Pandey,,"New id
#memes
#trolls
#sarcasam
#trending",2020-06-11 11:06:48,5,14,19,False,2020-08-11 07:01:18,#BreakingNews: Ahead of #Janmashtami  Vrindavan's #ISKCON Temple Seal3d as Priests Among 22 Test #COVID19 Positive… https://t.co/7eZLPlpRWD,"['BreakingNews', 'Janmashtami', 'ISKCON', 'COVID19']",Twitter for Android,False
Hermann Observer,Berlin,Merican OK Boomer in #Berlin. Ex-leftist romantic turned common sensible. Pathological optimist. Ill-humored #humor #books. Political correctness is vindictive.,2007-04-24 19:03:40,12224,12522,34904,False,2020-08-30 08:16:50,"""Whoever controls the #media, #controls the mind.""
#Demonstration #Protests #COVID19 #Berlin 
https://t.co/69spxS6LJo","['media', 'controls', 'Demonstration', 'Protests', 'COVID19', 'Berlin']",Twitter Web App,False
Luciana Carvalho Se (She/Her) ✊🏽,Lisbon,Powering human-centred tech & inclusive change. Cofounder @MindCheckme. European Digital Society. TEDx Speaker. BIMA100. #BreakTheStigma #BeKind 👊🚀🌈,2009-04-17 14:37:28,9409,7493,85243,False,2020-08-11 09:00:21,It has never been more important to talk openly &amp; vulnerably about our #mentalhealth. I chatted to Imran Khan of Bi… https://t.co/imPVqNdBhY,['mentalhealth'],Twitter Web App,False
Entrepreneur ME,Middle East based in Dubai UAE,Official Twitter of Entrepreneur Middle East magazine. Entrepreneurship news & opportunities in MENA https://t.co/lbupnfrsRW  | http://t.co/oUhoaC2ZIg,2012-07-12 13:59:56,183578,638,27845,True,2020-08-30 07:20:00,"Whether it’s capitalizing on underpriced attention, building massive audiences, getting closer to your customers, o… https://t.co/LKs8MSf9D3",,TweetDeck,False
SIR_CHINO_BET9JA_AGENT🏀,FCT NIGERIAN/ENGLAND,"*Official twitter account of MR CHINO, 100% winning is recorded on this platform. Follow us on WhatsApp https://t.co/UkZQC15W41",2020-02-08 10:07:26,738,2762,1101,False,2020-07-28 06:38:05,GOOD MORNING TO ALL OUR OLD AND NEW SUBSCRIBERS. HERE IS ANOTHER FRESH DAY OF OPPORTUNITY TO CHANGE YOUR LIVES WITH… https://t.co/QSE7oa07fz,,Twitter for Android,False
Duncan O. Ogutu,"Kigali, Rwanda","| Governance, Risk & Controls Consultant | Father | Friend | A Product of God's Grace | Tweets Are My Own | Retweets Not Endorsement |",2011-08-30 11:31:45,227,1131,2996,False,2020-08-29 21:14:02,"There's every Tom, Dick and Harry on these streets who think they have seen enough after going through #Covid19 era… https://t.co/TdgBq2FRgn",['Covid19'],TweetDeck,False
Rina Mae Acosta,"Utrecht, The Netherlands",Co-Author of The Happiest Kids in the World. Making good trouble against controlled mitigation & advocating for containment.,2008-05-07 22:20:43,1322,567,4736,False,2020-08-08 13:14:52,There is clear evidence of community transmission of #COVID19 in the Netherlands. It should be up to individual par… https://t.co/AUALsb1zXT,['COVID19'],Twitter for iPhone,False
Rishu Kalantri,"Tinsukia, India",Journalist out of passion and madness.. (inputs can be shared at 9435035859 or emailed at myspace.rishu@gmail.com),2018-05-11 14:05:59,279,220,1327,False,2020-08-08 12:14:47,"Just in: Two more #COVID19 patients, one from Raidang in #Doomdooma and other from Hijuguri in #Tinsukia, died at… https://t.co/yzGQQI78HC","['COVID19', 'Doomdooma', 'Tinsukia']",Twitter for Android,False
PROBLEM79,https://mixer.com/PR0BLEM79,"Laugh, Live, Breathe because death does none of those 3.",2019-05-02 20:25:57,4,7,9,False,2020-07-25 08:15:54,"Are we just going to sit around like the news didn't just report the pentagon has in its possession, Off-World Vehi… https://t.co/ydbk4ZZwLK",,Twitter for Android,False
Roger Peña,USA,"#ProudSnowflake, Proudly #LGBT, Entertainment & History Buff, Trivia Expert, World Traveler, Comic Book Fan & Political Observer #TheResistance",2010-09-22 15:04:31,1416,4681,9718,False,2020-08-04 03:49:47,"@realDonaldTrump CLOSE YOUR MOUTH!!!

#TrumpIsLosing #TrumpFailedAmerica #TrumpHasNoPlan #TrumpFailedAmerica… https://t.co/3fxZf9PZlV","['TrumpIsLosing', 'TrumpFailedAmerica', 'TrumpHasNoPlan', 'TrumpFailedAmerica']",Twitter Web App,False
Press Trust of India,"New Delhi, India",PTI !  We bring the World to you...,2011-02-01 07:31:18,2933860,1,0,True,2020-07-27 05:49:57,"32 new #COVID19 cases in Arunachal Pradesh, tally 1,158, active cases 650: Health official",['COVID19'],PTI_Tweets,False
@Fi_Contextual,"Cork, Ireland/Belfast, NI","Communication is a Human Right
Clinical Lang Sciences I Developmental I Acquired I
Perspective Taking I Emotion I Cognition I Therapies
#CBS #RFT #ACT #SciComm",2015-07-13 21:26:47,3795,929,56256,False,2020-08-16 08:19:37,Very alarming! This pandemic is a huge crisis AND the initiatives and work of @PHE_uk covers need beyond the specif… https://t.co/5I5lIaK5zi,,Twitter Web App,False
Nancy Hernandez,,#ProudImmigrant #ProudAmerican #WomensMarch #TheResistance #BlackLivesMatter #LoveIsLove 🏳️‍🌈 #MarchForOurLives #NoNRA #FamiliesBelongTogether,2011-05-08 18:19:05,11307,12439,300315,False,2020-08-08 13:42:39,Democrats want it for ALL Americans!! How are we Americans so stupid to allow a mere piece of crap man murder over… https://t.co/pBPbIsDYN7,,Twitter for iPhone,False
Carl Wilkinson,Hull,Love my girls and my amazing family . Second love is Hull City..My views are my own and do not represent my employers,2011-05-12 21:48:02,134,351,881,False,2020-07-31 17:58:42,When you're 8 year old little girl points to the TV when #BorisJohnson is on the TV. Shouts out we hate you. Tells… https://t.co/jOrpOb4LUE,['BorisJohnson'],Twitter for Android,False
IAMHP,"Illinois, USA",Illinois Association of Medicaid Health Plans (IAMHP) is a membership organization of health plans that participate in Medicaid managed care in Illinois.,2017-07-06 14:13:09,141,170,410,False,2020-08-22 03:20:03,"To free up hospital space for #COVID19 patients &amp; adhere to social distancing orders, health plans are covering tel… https://t.co/tIHrIbQqZX",['COVID19'],Hootsuite Inc.,False
Thesavagecage,United States,"3x #OEF #OIF, #Combatvet , 100 service connected , made it through hell quarantine since March. like my art and can donate Venmo @ thesavagecage #blm #biden2020",2019-08-22 22:09:44,5386,5421,2224,False,2020-08-01 18:19:24,If anyone gets sick and passes because of #COVID19 and it’s traced to @replouiegohmert I expect he is charged with… https://t.co/2SEtRqamRA,['COVID19'],Twitter for iPhone,False
Tony,United States,Old retired libertarian scientist who is worried about the collapse of our society.,2020-03-11 19:05:40,18,19,57,False,2020-08-08 12:54:42,@WSJ The dearth of African-American representation in the #COVID19 vaccine trials will further contribute to the al… https://t.co/PIyUUag3V7,['COVID19'],Twitter for iPhone,False
Taiwan News,"Taipei, Taiwan",Taiwan News,2015-02-28 06:54:59,44647,1322,1798,False,2020-07-25 11:22:59,#Taiwan's Green Island overwhelmed by tourists amid #COVID19 #pandemic. https://t.co/MD9iYf7LD1 https://t.co/v0nuHb0zZa,"['Taiwan', 'COVID19', 'pandemic']",Twitter Web App,False
aster.cloud,,"about = [""cloud_computing"", ""software"", ""programming"", ""technology"", ""devops"", ""dev_tutorials"", ""tech_news""]",2019-05-01 15:00:50,193,260,507,False,2020-08-14 05:03:57,"How #OpenSource Software Is Fighting #COVID19 

https://t.co/Q1XdmTgyhQ","['OpenSource', 'COVID19']",Twitter Web App,False
DeePee,"Wellington Region, New Zealand",just want to make the world a better place. day job @occ but views here are mine only. sarcasm no extra charge.,2014-09-25 20:43:40,701,1136,22165,False,2020-08-16 04:07:30,"Has anyone started using the term “covidpreneur” for people finding ways to cash in on the pandemic? 

If not, trad… https://t.co/RgZW45Fgbr",,Twitter for iPhone,False
CouncilmemberKGR,,"Katherine Gilmore Richardson:
Wife, Mother, Councilwoman At-Large for the City of Philadelphia, #Masterman #GirlsHigh #WCU #ZPhiB",2020-01-09 15:49:29,1198,334,640,False,2020-08-18 17:14:42,.@PHLPublicHealth #covid19 testing map now offers filtered results for sites that are testing children. You can now… https://t.co/bweEm1SQr0,['covid19'],Twitter Web App,False
Dr. Maurice Sholas,"New Orleans, LA","Physician Executive focused on making healthcare just, equitable and accessible for all. Experienced and Board Certified in Pediatric Rehabilitation Medicine.",2014-10-17 19:45:43,3073,3510,16898,False,2020-08-04 03:16:19,I saw the author discussing excerpts on @MSNBC @maddow ...  that took me out...  I shall have to save this for anot… https://t.co/zaDiRswqB2,,Twitter for iPhone,False
James Carney,Arklow Co Wicklow Ireland ,Work with James Work Smart 🧐 not Hard 😓 Helping businesses 🤝 Create their success using online technology & leverage! jamescarney@live.ie,2010-02-04 10:48:26,2036,3286,13326,False,2020-08-30 06:18:46,RTE's McBennett didn't like me from the start https://t.co/dQyhE6hKwm #StaySafe #COVID19,"['StaySafe', 'COVID19']",Twitter Web App,False
SA Police Service 🇿🇦,"Pretoria, South Africa",Sharing info with followers committed to ensuring that people in SA are safe. Account is not monitored 24/7. Emergencies contact 10111 / nearest Police Station.,2011-06-20 08:25:53,667601,2413,5805,True,2020-08-10 16:09:16,#sapsNC SAPS female members displayed gender equality when they manned a static roadblock on the N8 road between th… https://t.co/52OPtpprv9,['sapsNC'],Twitter Web App,False
A@MIL HA$AN,"New Delhi, India","समाज सेवक,मुझे भारतीय और मुस्लिम होने पर गर्व है,

#PublicServent #politics 

#कांग्रेससमर्थक,जय संविधान,जय कांग्रेस,

हमारा लक्ष्य है-Bihar,Bengal,UP जीतना🙏🌹",2013-03-04 15:09:11,1296,4994,157588,False,2020-07-27 06:10:49,India's COVID tally cross 14 Lakhs mark with 708 deaths &amp; highest single-day spike of 49931 cases reported in last… https://t.co/5mPsXKf2uQ,,Twitter for Android,False
